Planets,Years,Date,Angular Separation (deg),Elongation
Saturn Mercury,236, 0236-May-24 16:36:00 UTC,2.744,11.893
Saturn Mercury,237, 0237-May-25 11:36:00 UTC,2.119,23.779
Saturn Mercury,237, 0237-Jul-16 11:51:00 UTC,1.948,19.212
Saturn Mercury,238, 0238-Jul-18 22:43:00 UTC,1.011,8.924
Saturn Mercury,239, 0239-Jul-16 08:28:00 UTC,1.02,5.378
Saturn Mercury,240, 0240-Jul-13 20:30:00 UTC,0.055,18.477
Saturn Mercury,241, 0241-Jul-16 15:48:00 UTC,2.722,27.787
Saturn Mercury,241, 0241-Aug-14 00:42:00 UTC,5.666,4.107
Saturn Mercury,241, 0241-Sep-06 05:30:00 UTC,0.004,16.186
Saturn Mercury,242, 0242-Sep-05 05:41:00 UTC,0.294,4.445
Saturn Mercury,243, 0243-Sep-03 11:26:00 UTC,1.445,8.806
Saturn Mercury,244, 0244-Sep-01 23:32:00 UTC,3.05,19.887
Saturn Mercury,244, 0244-Oct-23 01:20:00 UTC,8.061,25.299
Saturn Mercury,245, 0245-Sep-06 19:58:00 UTC,5.408,26.27
Saturn Mercury,245, 0245-Sep-21 13:50:00 UTC,5.306,13.447
Saturn Mercury,245, 0245-Oct-23 23:58:00 UTC,0.508,15.627
Saturn Mercury,246, 0246-Oct-23 08:27:00 UTC,1.74,5.016
Saturn Mercury,247, 0247-Oct-22 05:59:00 UTC,2.888,7.036
